userid,gender,no_of_days,no_os_calls,enrolled
6979,Female,19,9,No
6980,Female,29,7,Yes
6981,Male,21,5,Yes
6982,Female,10,7,Yes
6983,Female,24,8,No
6984,Female,12,9,No
6985,Male,1,2,No
6986,Male,24,6,No
6987,Female,7,9,No
6988,Female,17,6,Yes
6989,Male,29,2,Yes
6990,Male,29,1,Yes
6991,Female,26,3,Yes
6992,Male,28,5,No
6993,Female,10,7,No
6994,Male,28,3,Yes
6995,Female,6,9,No
6996,Female,17,4,Yes
6997,Male,18,2,No
6998,Female,5,3,Yes
6999,Female,18,5,Yes
7000,Female,30,3,Yes
7001,Male,26,5,No
7002,Male,17,4,Yes
7003,Male,22,3,Yes
7004,Female,16,6,No
7005,Male,8,8,Yes
7006,Female,24,4,No
7007,Female,13,9,No
7008,Male,29,6,No
7009,Male,24,5,Yes
7010,Female,16,3,No
7011,Female,11,5,No
7012,Male,6,5,No
7013,Male,27,4,Yes
7014,Male,3,6,No
7015,Female,1,3,Yes
7016,Female,18,1,No
7017,Female,5,7,No
7018,Female,13,7,Yes
7019,Female,10,4,Yes
7020,Male,5,9,Yes
7021,Male,26,2,No
7022,Female,14,1,No
7023,Female,17,3,Yes
7024,Male,1,7,Yes
7025,Male,25,9,Yes
7026,Male,2,2,Yes
7027,Male,7,6,Yes
7028,Female,10,3,No
7029,Male,20,5,No
7030,Female,7,9,Yes
7031,Male,24,3,Yes
7032,Male,16,1,No
7033,Male,5,5,Yes
7034,Female,29,1,Yes
7035,Female,28,8,Yes
7036,Male,12,7,Yes
7037,Female,17,2,No
7038,Female,16,9,Yes
7039,Male,20,5,No
7040,Male,26,7,No
7041,Female,16,4,No
7042,Female,19,1,No
7043,Female,26,8,Yes
7044,Male,15,1,No
7045,Male,12,3,Yes
7046,Female,21,6,Yes
7047,Male,10,8,No
7048,Male,29,8,Yes
7049,Female,26,2,Yes
7050,Female,29,9,No
7051,Male,22,4,No
7052,Male,2,4,No
7053,Female,7,2,Yes
7054,Male,13,1,Yes
7055,Male,3,7,No
7056,Female,15,3,No
7057,Female,1,4,Yes
7058,Male,26,9,Yes
7059,Male,3,6,No
7060,Male,25,1,Yes
7061,Female,10,9,Yes
7062,Male,27,9,No
7063,Male,27,5,No
7064,Female,15,8,Yes
7065,Female,22,7,Yes
7066,Male,27,8,Yes
7067,Female,6,9,Yes
7068,Female,20,2,No
7069,Male,15,5,Yes
7070,Female,24,8,No
7071,Female,21,3,Yes
7072,Male,7,6,No
7073,Female,25,6,Yes
7074,Male,29,7,Yes
7075,Male,29,3,No
7076,Female,30,8,Yes
7077,Female,21,8,No
7078,Female,27,9,No
7079,Male,30,8,No
7080,Female,5,3,Yes
7081,Male,30,6,Yes
7082,Female,4,9,Yes
7083,Female,22,1,No
7084,Female,18,3,Yes
7085,Male,3,2,Yes
7086,Female,17,8,No
7087,Female,18,6,No
7088,Male,18,8,No
7089,Male,24,2,No
7090,Female,24,6,Yes
7091,Female,2,7,No
7092,Female,13,8,No
7093,Male,30,9,Yes
7094,Male,22,5,Yes
7095,Male,15,3,No
7096,Male,5,2,Yes
7097,Female,3,8,Yes
7098,Male,5,1,No
7099,Male,5,6,Yes
7100,Male,5,2,No
7101,Female,3,3,Yes
7102,Female,3,8,Yes
7103,Male,20,1,Yes
7104,Male,23,6,Yes
7105,Female,28,3,No
7106,Female,28,6,No
7107,Female,28,3,Yes
7108,Female,30,8,Yes
7109,Female,18,5,Yes
7110,Female,26,4,No
7111,Female,20,9,Yes
7112,Female,4,5,No
7113,Male,1,4,Yes
7114,Male,26,8,No
7115,Male,16,8,No
7116,Male,8,8,Yes
7117,Male,17,4,No
7118,Male,8,1,Yes
7119,Female,7,2,No
7120,Female,25,4,No
7121,Male,8,2,Yes
7122,Male,21,3,No
7123,Female,24,9,Yes
7124,Female,30,9,No
7125,Female,27,9,Yes
7126,Male,26,7,No
7127,Female,12,4,No
7128,Male,16,1,Yes
7129,Male,12,3,No
7130,Female,19,8,Yes
7131,Female,10,4,Yes
7132,Male,7,2,No
7133,Female,12,8,Yes
7134,Female,20,7,Yes
7135,Male,5,9,Yes
7136,Female,16,2,Yes
7137,Male,9,5,Yes
7138,Male,7,6,Yes
7139,Female,20,2,No
7140,Male,22,2,Yes
7141,Male,26,4,Yes
7142,Female,14,8,No
7143,Female,11,5,Yes
7144,Female,7,9,Yes
7145,Male,29,4,Yes
7146,Male,10,3,No
7147,Female,29,8,No
7148,Male,9,1,Yes
7149,Female,4,9,Yes
7150,Female,16,4,No
7151,Male,10,9,Yes
7152,Female,19,8,No
7153,Male,24,3,Yes
7154,Male,17,3,Yes
7155,Female,9,9,No
7156,Male,13,3,Yes
7157,Female,1,4,No
7158,Male,2,9,No
7159,Male,13,4,Yes
7160,Male,24,3,Yes
7161,Female,9,7,No
7162,Male,7,6,No
7163,Female,16,1,Yes
7164,Male,19,8,Yes
7165,Male,7,1,Yes
7166,Female,6,4,Yes
7167,Female,18,6,No
7168,Female,19,6,No
7169,Female,11,7,Yes
7170,Female,29,5,No
7171,Male,12,5,Yes
7172,Male,29,4,No
7173,Female,26,6,No
7174,Male,10,7,Yes
7175,Male,13,1,Yes
7176,Male,12,9,Yes
7177,Female,21,8,Yes
7178,Male,10,7,No
7179,Male,20,9,No
7180,Male,18,3,Yes
7181,Female,4,4,No
7182,Male,28,7,No
7183,Male,24,6,Yes
7184,Female,5,2,Yes
7185,Female,5,2,Yes
7186,Male,29,7,No
7187,Male,28,9,Yes
7188,Female,12,9,Yes
7189,Female,26,7,No
7190,Female,3,8,No
7191,Female,29,3,No
7192,Female,8,1,No
7193,Female,22,7,Yes
7194,Female,2,8,No
7195,Male,18,2,Yes
7196,Female,9,9,Yes
7197,Female,13,4,No
7198,Male,7,9,Yes
7199,Female,10,3,Yes
7200,Female,9,8,No
7201,Male,30,2,No
7202,Female,22,3,No
7203,Male,15,1,Yes
7204,Male,5,5,Yes
7205,Male,12,4,No
7206,Male,1,1,No
7207,Female,12,9,No
7208,Male,22,6,No
7209,Male,6,6,No
7210,Female,19,2,No
7211,Male,19,7,No
7212,Male,16,9,Yes
7213,Male,19,6,No
7214,Male,3,8,No
7215,Female,23,5,No
7216,Male,10,2,No
7217,Female,27,4,Yes
7218,Female,18,1,No
7219,Male,26,1,Yes
7220,Male,13,6,Yes
7221,Male,26,2,Yes
7222,Male,18,6,No
7223,Female,3,1,No
7224,Female,26,3,Yes
7225,Female,28,9,Yes
7226,Male,23,2,No
7227,Female,3,8,Yes
7228,Male,23,6,Yes
7229,Male,25,6,No
7230,Male,27,7,No
7231,Male,26,5,Yes
7232,Male,12,4,Yes
7233,Female,27,6,No
7234,Female,20,8,No
7235,Male,7,4,No
7236,Female,25,5,Yes
7237,Male,30,7,No
7238,Male,24,6,Yes
7239,Male,8,4,Yes
7240,Female,9,4,No
7241,Male,14,4,No
7242,Male,5,1,No
7243,Female,30,5,No
7244,Female,21,8,Yes
7245,Female,19,7,Yes
7246,Male,21,5,Yes
7247,Male,16,3,Yes
7248,Female,24,1,No
7249,Male,12,7,Yes
7250,Female,21,3,No
7251,Female,4,4,No
7252,Male,8,5,Yes
7253,Male,7,8,Yes
7254,Female,15,7,Yes
7255,Female,30,9,Yes
7256,Female,30,3,Yes
7257,Female,6,1,No
7258,Male,5,1,No
7259,Female,14,1,Yes
7260,Female,21,2,Yes
7261,Female,13,2,Yes
7262,Male,10,7,Yes
7263,Male,18,9,Yes
7264,Female,29,8,Yes
7265,Male,4,4,No
7266,Male,8,2,No
7267,Male,24,3,Yes
7268,Female,11,5,Yes
7269,Female,17,9,No
7270,Male,18,8,Yes
7271,Female,21,3,Yes
7272,Female,25,9,Yes
7273,Male,26,3,No
7274,Male,11,8,Yes
7275,Female,16,1,No
7276,Male,12,4,Yes
7277,Female,13,4,Yes
7278,Female,27,6,No
7279,Male,16,2,Yes
7280,Female,23,7,No
7281,Female,26,5,No
7282,Male,21,6,Yes
7283,Male,1,6,No
7284,Male,16,6,No
7285,Female,15,8,Yes
7286,Male,6,4,Yes
7287,Male,12,8,Yes
7288,Male,8,9,No
7289,Male,7,4,Yes
7290,Female,2,1,Yes
7291,Female,12,3,Yes
7292,Male,21,1,Yes
7293,Female,14,7,No
7294,Male,16,1,Yes
7295,Male,11,4,Yes
7296,Female,20,1,Yes
7297,Female,9,2,Yes
7298,Male,10,1,Yes
7299,Male,17,5,No
7300,Female,12,7,Yes
7301,Male,6,3,Yes
7302,Female,19,8,No
7303,Male,11,5,Yes
7304,Male,9,5,No
7305,Female,21,5,No
7306,Female,29,8,No
7307,Female,6,2,No
7308,Female,27,2,Yes
7309,Female,25,8,Yes
7310,Female,25,9,No
7311,Female,24,2,No
7312,Male,25,4,No
7313,Male,16,8,No
7314,Male,20,2,No
7315,Female,16,4,Yes
7316,Female,6,1,No
7317,Female,5,2,Yes
7318,Male,21,7,No
7319,Female,4,1,No
7320,Female,2,1,Yes
7321,Male,28,2,No
7322,Female,6,4,Yes
7323,Male,9,7,Yes
7324,Male,28,4,No
7325,Female,17,5,No
7326,Female,14,4,Yes
7327,Female,7,4,Yes
7328,Male,22,9,No
7329,Male,19,6,Yes
7330,Male,1,3,No
7331,Female,29,6,No
7332,Female,20,7,No
7333,Female,30,7,Yes
7334,Female,25,8,No
7335,Male,15,4,Yes
7336,Male,18,1,Yes
7337,Male,3,6,No
7338,Male,18,8,Yes
7339,Female,30,5,Yes
7340,Female,2,3,Yes
7341,Female,10,4,Yes
7342,Male,11,8,Yes
7343,Male,27,6,No
7344,Female,24,5,No
7345,Female,3,9,Yes
7346,Male,7,3,No
7347,Female,8,7,No
7348,Male,19,9,No
7349,Male,18,4,Yes
7350,Male,13,3,Yes
7351,Female,13,1,No
7352,Female,24,9,No
7353,Male,19,1,No
7354,Female,23,2,Yes
7355,Male,12,9,Yes
7356,Male,17,5,No
7357,Male,30,4,Yes
7358,Male,28,9,Yes
7359,Female,22,9,Yes
7360,Male,12,2,No
7361,Male,28,3,Yes
7362,Female,13,3,Yes
7363,Male,25,5,No
7364,Male,12,3,No
7365,Female,19,6,No
7366,Female,14,2,Yes
7367,Female,7,6,Yes
7368,Male,13,6,Yes
7369,Female,6,2,Yes
7370,Female,24,6,Yes
7371,Male,19,6,Yes
7372,Male,19,6,No
7373,Male,4,5,Yes
7374,Male,19,7,Yes
7375,Male,9,5,No
7376,Female,16,1,No
7377,Female,27,9,Yes
7378,Female,4,3,Yes
7379,Male,6,2,No
7380,Male,8,6,Yes
7381,Male,27,8,No
7382,Female,29,2,No
7383,Female,24,4,Yes
7384,Male,16,2,No
7385,Female,5,9,Yes
7386,Male,21,2,No
7387,Female,22,2,No
7388,Female,10,5,No
7389,Female,23,5,Yes
7390,Male,13,7,Yes
7391,Female,29,1,Yes
7392,Female,26,2,Yes
7393,Male,14,6,Yes
7394,Female,7,2,Yes
7395,Male,29,4,No
7396,Male,20,6,No
7397,Male,6,7,Yes
7398,Male,7,5,Yes
7399,Male,5,8,Yes
7400,Female,21,6,No
7401,Male,18,5,Yes
7402,Male,23,4,Yes
7403,Male,12,6,Yes
7404,Male,6,6,No
7405,Female,27,6,No
7406,Male,1,1,No
7407,Female,4,6,No
7408,Male,19,1,Yes
7409,Female,12,5,Yes
7410,Male,15,7,Yes
7411,Male,3,1,No
7412,Female,23,1,Yes
7413,Male,27,6,No
7414,Female,28,7,Yes
7415,Male,26,6,Yes
7416,Female,20,5,Yes
7417,Male,28,6,Yes
7418,Male,8,3,No
7419,Female,11,9,No
7420,Male,16,5,No
7421,Male,9,2,Yes
7422,Male,3,7,No
7423,Male,5,3,Yes
7424,Male,20,1,Yes
7425,Male,14,3,Yes
7426,Female,28,9,Yes
7427,Female,26,5,Yes
7428,Female,15,7,No
7429,Male,6,3,No
7430,Female,27,4,Yes
7431,Male,26,1,Yes
7432,Male,4,3,No
7433,Male,8,7,Yes
7434,Male,19,4,No
7435,Female,27,2,Yes
7436,Male,5,5,No
7437,Female,13,5,Yes
7438,Male,16,2,No
7439,Female,1,6,Yes
7440,Female,13,4,Yes
7441,Female,22,1,Yes
7442,Female,11,3,Yes
7443,Female,21,9,Yes
7444,Female,8,7,No
7445,Male,25,6,Yes
7446,Female,8,1,Yes
7447,Male,24,9,Yes
7448,Female,28,9,Yes
7449,Male,14,1,No
7450,Female,13,6,No
7451,Female,3,7,No
7452,Male,4,2,Yes
7453,Female,27,8,Yes
7454,Female,20,8,Yes
7455,Female,15,6,Yes
7456,Male,15,9,Yes
7457,Female,30,3,No
7458,Male,27,2,No
7459,Female,21,2,No
7460,Female,13,6,Yes
7461,Male,9,7,No
7462,Female,28,6,No
7463,Female,25,3,Yes
7464,Male,10,5,No
7465,Female,29,8,Yes
7466,Male,12,6,Yes
7467,Male,14,2,Yes
7468,Male,1,7,Yes
7469,Female,14,8,Yes
7470,Male,14,4,No
7471,Male,8,1,Yes
7472,Female,16,2,Yes
7473,Male,14,4,No
7474,Female,1,7,Yes
7475,Female,16,2,Yes
7476,Female,18,6,No
7477,Female,7,2,No
7478,Male,15,7,Yes
7479,Male,24,2,No
7480,Male,17,3,Yes
7481,Male,19,9,No
7482,Male,23,4,No
7483,Female,13,5,Yes
7484,Male,9,9,Yes
7485,Male,24,7,Yes
7486,Male,24,8,No
7487,Female,15,3,No
7488,Female,25,4,No
7489,Male,26,7,Yes
7490,Female,3,4,No
7491,Male,24,2,Yes
7492,Male,1,6,Yes
7493,Female,16,9,No
7494,Female,8,2,No
7495,Male,29,1,No
7496,Male,23,8,No
7497,Female,13,1,No
7498,Male,8,1,Yes
7499,Female,17,3,No
7500,Male,22,5,Yes
7501,Female,23,9,No
7502,Male,14,2,No
7503,Male,27,1,Yes
7504,Female,21,1,No
7505,Male,30,8,No
7506,Male,21,2,Yes
7507,Female,7,9,Yes
7508,Male,27,9,No
7509,Male,15,2,No
7510,Male,16,3,No
7511,Female,19,2,Yes
7512,Female,6,6,No
7513,Female,23,7,No
7514,Male,1,6,No
7515,Male,12,3,Yes
7516,Male,18,3,No
7517,Male,16,2,Yes
7518,Female,12,2,Yes
7519,Male,20,5,Yes
7520,Male,13,8,Yes
7521,Male,8,6,Yes
7522,Female,27,9,No
7523,Male,29,5,Yes
7524,Male,30,4,No
7525,Male,26,9,No
7526,Male,22,5,Yes
7527,Male,1,1,Yes
7528,Female,26,5,Yes
7529,Male,21,5,Yes
7530,Male,7,5,No
7531,Male,15,2,No
7532,Male,29,6,Yes
7533,Male,22,5,Yes
7534,Male,13,2,No
7535,Male,13,8,No
7536,Male,28,6,Yes
7537,Male,9,3,No
7538,Male,24,9,No
7539,Female,15,4,No
7540,Female,4,3,Yes
7541,Female,13,7,Yes
7542,Female,27,8,No
7543,Male,12,7,Yes
7544,Female,5,1,No
7545,Female,7,1,No
7546,Male,8,5,Yes
7547,Female,5,8,Yes
7548,Female,9,3,No
7549,Male,14,8,Yes
7550,Male,26,3,Yes
7551,Male,12,4,Yes
7552,Female,4,7,Yes
7553,Female,20,3,No
7554,Male,29,4,No
7555,Male,8,8,Yes
7556,Female,17,4,No
7557,Male,8,9,Yes
7558,Female,21,4,Yes
7559,Male,29,4,Yes
7560,Male,30,5,No
7561,Female,27,1,No
7562,Male,1,7,No
7563,Male,20,9,Yes
7564,Male,2,9,No
7565,Female,4,1,No
7566,Male,24,6,Yes
7567,Male,21,3,Yes
7568,Male,1,4,Yes
7569,Male,7,8,Yes
7570,Male,1,4,No
7571,Male,9,8,No
7572,Female,3,4,Yes
7573,Female,12,9,Yes
7574,Male,19,6,Yes
7575,Female,15,1,Yes
7576,Female,22,2,No
7577,Male,16,7,Yes
7578,Female,10,7,Yes
7579,Female,22,3,No
7580,Female,29,1,Yes
7581,Female,27,8,Yes
7582,Female,27,7,Yes
7583,Female,6,8,Yes
7584,Female,29,1,Yes
7585,Female,17,3,No
7586,Male,21,2,No
7587,Male,28,1,No
7588,Female,22,5,No
7589,Female,24,3,Yes
7590,Male,29,8,Yes
7591,Female,17,6,Yes
7592,Female,21,9,Yes
7593,Male,19,9,Yes
7594,Male,18,6,Yes
7595,Male,11,2,No
7596,Female,24,9,Yes
7597,Female,7,2,Yes
7598,Male,10,3,No
7599,Male,7,6,No
7600,Female,5,2,Yes
7601,Male,12,5,No
7602,Female,16,2,No
7603,Female,29,4,Yes
7604,Male,25,3,Yes
7605,Male,21,5,No
7606,Female,18,6,No
7607,Male,3,7,No
7608,Male,20,8,No
7609,Male,15,9,No
7610,Male,5,4,No
7611,Female,13,4,Yes
7612,Female,19,7,Yes
7613,Female,12,9,No
7614,Female,30,2,No
7615,Male,23,6,Yes
7616,Male,21,8,No
7617,Female,5,5,Yes
7618,Female,6,5,No
7619,Male,7,8,No
7620,Female,26,1,No
7621,Female,10,6,No
7622,Male,16,9,Yes
7623,Female,8,6,Yes
7624,Male,9,7,Yes
7625,Male,27,4,Yes
7626,Female,4,1,No
7627,Male,21,9,Yes
7628,Female,21,6,Yes
7629,Male,8,3,Yes
7630,Female,25,4,No
7631,Female,7,6,No
7632,Female,15,6,No
7633,Male,21,9,No
7634,Male,3,4,No
7635,Female,17,5,Yes
7636,Male,11,5,Yes
7637,Female,9,3,Yes
7638,Female,5,2,Yes
7639,Male,25,8,No
7640,Female,10,9,Yes
7641,Male,15,9,No
7642,Female,28,5,No
7643,Male,29,9,Yes
7644,Female,14,4,Yes
7645,Female,4,2,Yes
7646,Male,21,3,Yes
7647,Female,20,1,Yes
7648,Female,2,5,No
7649,Male,12,1,Yes
7650,Female,1,1,No
7651,Male,24,7,No
7652,Female,20,2,Yes
7653,Male,5,8,No
7654,Female,6,6,No
7655,Female,30,4,No
7656,Female,24,9,No
7657,Male,11,8,No
7658,Male,8,3,Yes
7659,Male,7,3,Yes
7660,Male,4,4,Yes
7661,Female,6,9,No
7662,Female,16,9,No
7663,Male,20,5,Yes
7664,Male,15,9,No
7665,Male,14,6,No
7666,Female,23,8,No
7667,Male,12,8,No
7668,Male,29,7,No
7669,Female,12,4,Yes
7670,Female,16,4,Yes
7671,Male,15,6,No
7672,Female,29,9,Yes
7673,Male,13,7,Yes
7674,Female,11,5,No
7675,Male,30,5,Yes
7676,Male,17,8,Yes
7677,Male,21,6,No
7678,Male,15,1,Yes
7679,Female,14,1,No
7680,Female,10,9,Yes
7681,Female,12,8,Yes
7682,Female,16,6,Yes
7683,Male,15,1,Yes
7684,Male,10,2,No
7685,Female,4,3,No
7686,Female,27,3,Yes
7687,Female,23,2,No
7688,Female,29,2,No
7689,Female,9,6,Yes
7690,Male,21,7,Yes
7691,Male,20,4,No
7692,Male,9,1,No
7693,Female,21,6,No
7694,Female,25,7,No
7695,Female,24,4,Yes
7696,Female,20,6,No
7697,Male,11,9,No
7698,Male,11,4,No
7699,Female,7,4,Yes
7700,Male,21,5,No
7701,Male,10,3,No
7702,Female,4,2,Yes
7703,Female,5,9,Yes
7704,Female,5,1,No
7705,Female,11,5,Yes
7706,Female,9,5,No
7707,Female,28,8,No
7708,Male,16,6,Yes
7709,Male,9,6,Yes
7710,Female,22,6,Yes
7711,Male,30,4,No
7712,Female,4,1,Yes
7713,Female,2,3,No
7714,Female,14,6,Yes
7715,Female,3,5,No
7716,Male,18,1,No
7717,Female,21,5,Yes
7718,Male,6,2,Yes
7719,Female,11,1,No
7720,Female,21,4,Yes
7721,Female,18,6,Yes
7722,Male,12,7,Yes
7723,Female,5,9,Yes
7724,Female,9,5,Yes
7725,Female,20,8,Yes
7726,Male,28,8,Yes
7727,Male,26,9,No
7728,Male,18,3,Yes
7729,Female,19,3,No
7730,Male,3,9,Yes
7731,Female,9,7,No
7732,Male,4,4,No
7733,Male,17,1,Yes
7734,Female,17,7,Yes
7735,Male,23,6,Yes
7736,Female,23,3,Yes
7737,Female,2,5,No
7738,Male,9,3,No
7739,Female,9,8,Yes
7740,Female,5,5,No
7741,Male,15,6,Yes
7742,Male,15,2,No
7743,Female,3,8,Yes
7744,Male,19,9,No
7745,Female,28,3,Yes
7746,Female,3,6,No
7747,Male,6,6,Yes
7748,Male,4,2,Yes
7749,Male,24,8,No
7750,Male,13,5,No
7751,Female,27,8,No
7752,Female,13,8,No
7753,Male,27,3,No
7754,Male,11,5,Yes
7755,Female,5,7,No
7756,Female,1,5,No
7757,Female,9,6,No
7758,Female,17,2,No
7759,Male,22,8,Yes
7760,Female,1,5,Yes
7761,Female,3,6,Yes
7762,Male,15,1,Yes
7763,Female,26,2,No
7764,Female,21,4,Yes
7765,Male,26,9,Yes
7766,Male,23,6,No
7767,Male,30,8,No
7768,Female,10,2,No
7769,Female,8,5,No
7770,Male,12,1,No
7771,Male,25,4,No
7772,Female,22,1,Yes
7773,Male,15,9,Yes
7774,Male,27,2,No
7775,Male,9,7,Yes
7776,Female,24,3,No
7777,Female,25,2,No
7778,Female,10,4,Yes
7779,Female,20,7,Yes
7780,Female,9,7,Yes
7781,Female,15,9,Yes
7782,Male,23,3,Yes
7783,Female,21,7,No
7784,Female,21,6,Yes
7785,Male,1,7,Yes
7786,Female,2,7,No
7787,Female,26,5,Yes
7788,Male,19,9,Yes
7789,Male,30,7,Yes
7790,Male,14,7,Yes
7791,Female,8,3,Yes
7792,Male,6,1,No
7793,Female,12,5,Yes
7794,Female,26,8,Yes
7795,Female,27,5,No
7796,Female,29,3,Yes
7797,Male,15,9,No
7798,Male,14,2,No
7799,Female,21,3,No
7800,Male,29,4,Yes
7801,Female,1,1,Yes
7802,Female,28,4,Yes
7803,Female,11,4,Yes
7804,Male,28,9,No
7805,Female,25,8,No
7806,Female,3,2,No
7807,Male,19,7,Yes
7808,Male,18,6,No
7809,Male,20,7,Yes
7810,Male,28,4,No
7811,Female,2,5,No
7812,Male,29,6,No
7813,Female,25,9,Yes
7814,Male,28,2,No
7815,Male,26,9,No
7816,Male,7,1,Yes
7817,Male,8,4,No
7818,Male,19,5,No
7819,Male,22,9,Yes
7820,Female,15,6,Yes
7821,Male,10,4,Yes
7822,Male,22,2,Yes
7823,Male,29,5,No
7824,Male,1,8,No
7825,Female,6,8,Yes
7826,Male,13,6,No
7827,Male,14,1,No
7828,Male,3,8,Yes
7829,Male,11,4,No
7830,Female,3,2,No
7831,Male,19,1,No
7832,Female,10,7,Yes
7833,Male,27,2,No
7834,Female,15,4,No
7835,Female,11,4,No
7836,Male,15,1,Yes
7837,Male,26,2,Yes
7838,Female,27,1,No
7839,Female,24,6,No
7840,Male,13,3,Yes
7841,Female,5,1,Yes
7842,Female,4,8,Yes
7843,Female,13,4,Yes
7844,Male,9,7,No
7845,Female,25,2,Yes
7846,Female,17,6,Yes
7847,Female,2,6,Yes
7848,Male,24,7,Yes
7849,Male,5,1,No
7850,Female,16,1,No
7851,Male,7,2,No
7852,Female,1,2,No
7853,Male,28,5,Yes
7854,Male,26,1,No
7855,Female,12,2,No
7856,Male,21,6,Yes
7857,Male,11,3,No
7858,Male,12,4,No
7859,Female,19,1,No
7860,Male,26,5,Yes
7861,Male,12,4,Yes
7862,Female,12,8,Yes
7863,Male,14,3,No
7864,Male,2,1,Yes
7865,Male,2,5,Yes
7866,Male,25,1,No
7867,Male,29,5,Yes
7868,Female,4,9,No
7869,Female,20,5,No
7870,Male,23,2,Yes
7871,Male,26,2,No
7872,Male,16,9,No
7873,Female,10,5,No
7874,Female,13,8,Yes
7875,Male,2,4,No
7876,Male,3,2,Yes
7877,Female,19,4,Yes
7878,Male,6,4,No
7879,Female,19,9,No
7880,Female,27,6,No
7881,Male,21,6,No
7882,Female,20,5,No
7883,Male,19,6,Yes
7884,Male,8,1,Yes
7885,Male,14,5,No
7886,Male,10,6,Yes
7887,Male,3,8,Yes
7888,Male,6,4,Yes
7889,Female,29,5,No
7890,Female,15,4,Yes
7891,Female,23,7,Yes
7892,Female,23,6,Yes
7893,Male,18,4,No
7894,Female,14,6,Yes
7895,Female,19,4,No
7896,Female,28,8,Yes
7897,Male,26,3,No
7898,Female,10,8,Yes
7899,Male,15,2,No
7900,Female,4,6,Yes
7901,Male,23,8,No
7902,Male,2,1,No
7903,Female,3,6,Yes
7904,Male,7,9,Yes
7905,Male,23,2,No
7906,Female,16,1,No
7907,Female,10,2,Yes
7908,Female,19,5,No
7909,Male,28,6,Yes
7910,Male,17,1,Yes
7911,Male,28,7,No
7912,Female,19,4,Yes
7913,Male,5,9,No
7914,Male,23,6,Yes
7915,Male,20,9,Yes
7916,Male,13,1,Yes
7917,Male,13,4,Yes
7918,Male,11,2,Yes
7919,Male,11,6,Yes
7920,Female,16,4,Yes
7921,Female,15,9,Yes
7922,Female,17,3,Yes
7923,Male,22,1,Yes
7924,Male,18,1,Yes
7925,Female,28,9,Yes
7926,Male,19,9,No
7927,Female,4,5,No
7928,Male,22,2,Yes
7929,Male,22,9,Yes
7930,Female,23,8,No
7931,Female,5,6,Yes
7932,Female,7,7,Yes
7933,Female,2,6,Yes
7934,Female,1,5,No
7935,Male,12,4,Yes
7936,Male,10,7,No
7937,Male,8,4,No
7938,Female,1,9,Yes
7939,Female,12,5,No
7940,Female,2,8,No
7941,Female,27,6,No
7942,Female,28,4,Yes
7943,Female,10,3,Yes
7944,Male,22,6,No
7945,Male,17,1,Yes
7946,Male,26,2,No
7947,Male,3,7,Yes
7948,Male,7,4,Yes
7949,Female,12,5,No
7950,Female,8,1,Yes
7951,Female,20,2,No
7952,Female,12,4,Yes
7953,Female,3,8,No
7954,Female,17,4,Yes
7955,Male,28,3,No
7956,Female,9,3,Yes
7957,Female,10,5,Yes
7958,Female,22,3,No
7959,Female,6,8,Yes
7960,Male,25,5,No
7961,Male,1,7,Yes
7962,Female,22,8,No
7963,Male,12,5,No
7964,Male,5,8,No
7965,Female,13,3,No
7966,Female,27,7,No
7967,Female,15,8,No
7968,Female,22,7,No
7969,Female,30,2,No
7970,Male,11,8,Yes
7971,Female,8,6,Yes
7972,Female,5,3,Yes
7973,Female,2,4,Yes
7974,Male,12,7,No
7975,Female,28,3,No
7976,Female,2,1,Yes
7977,Female,26,6,Yes
7978,Male,16,3,No
7979,Female,21,6,Yes
7980,Female,3,3,No
7981,Female,10,6,Yes
7982,Male,19,4,No
7983,Female,8,4,No
7984,Female,7,2,Yes
7985,Female,1,4,Yes
7986,Male,12,4,No
7987,Female,29,7,Yes
7988,Female,28,5,Yes
7989,Female,5,8,No
7990,Male,16,7,Yes
7991,Male,25,9,Yes
7992,Female,4,8,No
7993,Male,17,9,No
7994,Male,24,1,No
7995,Male,21,3,Yes
7996,Female,2,5,No
7997,Female,12,9,Yes
7998,Male,1,8,Yes
7999,Male,30,7,Yes
8000,Male,12,2,Yes
8001,Female,12,6,No
8002,Female,12,4,Yes
8003,Male,19,5,Yes
8004,Male,25,5,Yes
8005,Male,17,4,No
8006,Male,20,4,No
8007,Female,24,4,No
8008,Male,24,2,Yes
8009,Female,26,1,Yes
8010,Male,28,2,No
8011,Male,11,7,No
8012,Male,13,1,Yes
8013,Male,27,6,No
8014,Male,8,4,Yes
8015,Female,10,2,No
8016,Male,8,3,Yes
8017,Male,20,7,Yes
8018,Male,8,6,Yes
8019,Female,9,6,No
8020,Female,7,8,No
8021,Female,14,8,Yes
8022,Female,28,6,No
8023,Male,2,1,Yes
8024,Male,25,7,No
8025,Male,11,8,No
8026,Female,8,5,Yes
8027,Male,13,4,No
8028,Male,21,7,No
8029,Female,15,6,Yes
8030,Female,28,6,Yes
8031,Female,3,3,Yes
8032,Male,23,4,Yes
8033,Male,14,5,No
8034,Female,30,9,No
8035,Male,15,8,Yes
8036,Female,2,3,No
8037,Female,29,6,Yes
8038,Male,19,1,Yes
8039,Female,12,3,Yes
8040,Female,25,7,No
8041,Female,20,7,No
8042,Male,4,2,No
8043,Female,3,3,Yes
8044,Female,5,7,Yes
8045,Female,3,6,No
8046,Female,25,7,No
8047,Female,15,9,No
8048,Female,19,8,No
